# Gene expression in TPM for each run in  study SRP066611
	SRR2954987	SRR2954988	SRR2954989	SRR2954990	SRR2954991	SRR2954992	SRR2954999	SRR2955000	SRR2955001	SRR2954996	SRR2954997	SRR2954998	SRR2955005	SRR2955006	SRR2954993	SRR2954994	SRR2954995	SRR2955002	SRR2955003	SRR2955004
WBGene00220659	19.01	30.6	23.29	25.22	23.3	29.42	28.41	31.49	19.64	9.4	27.72	49.98	16.64	12.37	21.14	22.17	2.41	26.73	17.63	26.7
WBGene00220660	12.54	8.97	23.27	30.42	65.71	24.5	0	11.24	16.67	20.54	36.35	34.96	84.87	32.45	9.73	21.54	31.61	41.25	24.67	21.22
WBGene00220661	47.16	21.5	38.04	14.92	25.78	8.01	21.19	22.04	26.16	17.91	15.85	11.43	15.85	14.14	6.36	14.08	48.22	8.99	0	13.87
WBGene00220664	371.01	432.64	374.19	384.33	452.84	422.05	434.22	309.81	436.55	987.15	361.9	301.17	417.78	323	435.74	531.92	508.31	126.34	311.69	329.03
WBGene00220665	2.13	2.71	0	3.45	0	5.56	2.45	2.55	3.78	1.55	2.75	0	0	2.45	4.41	0	2.39	3.12	2.8	2.41
WBGene00220666	117.62	179.77	87.78	76.49	73.65	60.72	77.99	96.9	71.86	47.23	95.34	69.7	74.48	65.28	62.9	88.21	29.53	74.09	83.75	66.32
WBGene00220668	50.55	41.44	37.51	44.13	33.89	35.54	59.19	32.61	50.51	28.7	39.07	56.35	66.44	31.38	43.9	38.19	13.59	53.19	39.76	68.4
WBGene00220669	2073.85	1660.37	2130.15	1693.09	1687.11	1793.95	1772.61	1953.46	2429.76	2469.75	1812.34	1503.76	1904.17	2901.09	2021.18	2095.29	3226.02	2420.12	2742.53	2026.71
WBGene00220671	4.03	2.56	0	1.08	0	0	4.62	0	1.43	0	0	0	0	4.63	8.32	0	0	0	5.28	0
WBGene00220672	64.17	84.7	128.2	107.73	62.06	57.84	34	106.14	52.48	53.89	38.15	55.03	19.08	17.02	91.86	50.86	116.1	86.56	135.9	83.5
WBGene00220673	2.9	0	0	4.68	0	0	0	0	0	0	0	0	0	0	17.97	9.95	0	12.7	0	0
WBGene00220675	18.17	8.66	33.71	12.24	0	23.66	10.43	32.57	16.1	9.92	23.41	0	11.71	10.45	9.4	20.8	40.71	13.28	35.74	10.25
WBGene00220676	41.41	38.24	38.41	36.61	48.8	20.21	31.2	23.19	44.02	22.6	20	28.85	10.01	13.39	28.09	13.33	17.39	5.67	10.18	8.76
WBGene00220678	37.62	35.24	33.69	64.48	81.53	58.26	42.44	53.46	50.33	31.86	72.68	108.45	65.19	22.37	86.5	53.45	30.51	25.59	48.47	65.82
WBGene00220679	77.24	83.85	57.98	47.28	54.26	66.27	63.05	57.6	45.09	24.86	58.66	89.59	62.14	38.5	59.55	56.73	25.5	54.81	50.93	72.51
WBGene00220681	7.34	18.65	18.15	1.98	0	0	0	0	5.2	2.67	9.45	13.63	0	8.43	0	8.4	8.22	21.44	9.62	16.55
WBGene00220682	21.93	19.3	12.52	23.18	28.28	6.59	11.62	30.23	30.49	16.58	13.04	18.81	19.57	17.46	31.4	11.59	11.34	14.79	19.91	28.54
WBGene00220683	6.5	18.59	72.36	15.77	0	0	0	69.9	6.91	21.3	100.49	36.24	50.27	67.27	0	44.65	21.84	57.01	25.57	43.99
WBGene00220684	0	0	0	0	0	0	0	0	0	3.35	0	0	0	0	0	0	0	0	0	0
WBGene00220685	148.21	187.67	205.17	224.4	176.13	181.43	220.95	170.44	189.31	103.85	170.96	271.26	111.18	167.84	174.96	98.76	96.62	193.96	113.11	179.61
WBGene00220688	1035.57	895.15	1113.98	1144.15	1168.37	1172.7	1271.58	1449.34	1514.58	1992.07	1142.49	768.5	1385.89	1537.47	1235.42	1194.23	2357.38	1336.52	1494.27	1466.72
WBGene00220694	1.08	2.58	0	1.75	0	0	0	0	0	1.18	0	0	0	1.87	0	0	0	2.37	0	7.33
WBGene00220695	57.95	60.76	43	51.52	48.57	22.63	19.96	41.53	12.32	6.33	22.39	96.9	67.21	0	0	19.9	19.47	0	22.79	0
WBGene00220696	247.13	203.02	208.72	196.51	210.49	258.96	103.8	158.41	205.05	210.6	186.34	291.18	209.73	207.89	174.5	234.6	182.27	237.83	158.05	244.71
WBGene00220698	2.81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00220702	24.23	36.3	12.84	8.39	29.01	13.52	47.69	0	3.68	15.12	13.38	38.59	13.38	23.88	21.47	11.89	11.63	45.53	40.85	11.71
WBGene00220704	79.52	92.65	73.76	108.03	111.08	94.9	64.67	63.33	111.55	182.1	123.77	123.13	93.94	99.04	147.31	121.38	163.29	111.37	117.29	142
WBGene00220706	698.14	610.21	760.92	822.2	659.79	679.66	756.34	720.15	918.39	873.1	680.45	750.58	760.89	693.06	777.52	825.29	821.35	681.19	717.04	595.75
WBGene00220707	5204.92	5046.26	5199.91	5152.44	5176.69	4746.37	5617.01	4776.22	5865.53	7009.82	3887.5	4153.74	3446.19	4814.05	6214.19	5364.46	9398.98	3015.78	4847.45	4916.26
WBGene00220711	58.31	71.46	61.81	29.18	58.18	21.69	47.82	19.9	50.18	15.16	42.92	61.91	32.2	28.73	34.45	38.14	37.32	97.38	32.76	56.36
WBGene00220712	161.33	213.97	117.11	238.14	205.77	287.66	193.28	326.79	193.89	386.77	216.85	312.79	244.07	96.77	282.85	228.85	424.23	246.02	165.54	166.12
WBGene00220713	82.72	72.28	110.83	94.73	48.15	125.65	71.23	107.05	129.47	173.11	53.28	76.85	133.26	95.1	85.53	86.81	239.34	90.67	171.72	116.61
WBGene00220714	0	1.39	5.4	0	0	0	0	0	3.1	1.59	0	8.12	0	0	0	0	0	0	5.73	0
WBGene00220716	5.69	18.99	21.12	27.6	0	11.11	29.4	20.4	30.25	12.43	32.99	0	33.01	19.63	0	19.55	47.81	24.95	44.77	9.63
WBGene00220718	2.79	2.66	0	9.01	11.68	0	0	9.99	2.96	6.08	0	0	0	0	0	9.57	0	0	0	0
WBGene00220719	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00220720	8.69	8.29	0	4.68	0	11.32	0	0	0	3.16	0	0	0	0	8.99	0	0	0	0	0
WBGene00220721	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00220722	9.09	2.89	0	0	0	0	10.43	0	0	9.92	0	0	0	0	18.79	0	0	0	0	0
WBGene00220735	169.03	194.18	120.6	119.11	136.22	152.35	134.35	170.86	96.76	47.32	100.49	120.79	167.57	82.22	114.27	193.5	58.25	180.52	170.47	146.63
WBGene00220736	99.69	67.02	116.8	99.25	118.74	131.16	90.36	75.22	50.2	51.56	64.88	157.94	52.74	94.1	100.91	68.48	77.57	69.01	99.06	81.66
WBGene00220737	47.69	37.55	79.49	62.01	63.72	45.89	33.33	79.26	67.6	24.9	40.06	96.31	42.75	66.74	57.88	73.58	25.54	72.72	65.24	81.84
WBGene00220738	0	0	0	2.39	0	0	0	0	0	0	0	0	0	0	9.19	0	0	0	0	0
WBGene00220740	257.64	194.62	238.97	221.02	203.71	223.09	221.84	256.96	339.79	191.07	234.81	257.41	202.03	293.4	256.33	283.8	183.75	245.09	262.9	283.7
WBGene00220742	136.38	159.54	46	115.24	77.93	72.63	85.4	133.29	118.62	128.6	239.54	103.66	47.93	64.14	230.73	191.6	208.28	54.35	121.91	146.8
WBGene00220743	41.6	18.61	31.49	26.76	39.13	26.52	20.47	42.59	29.78	6.49	36.08	66.24	32.82	35.13	47.4	49.56	8.56	48.38	16.69	31.59
WBGene00220744	100.7	76.23	43.95	153.21	136.52	150.38	102.01	201.66	97.61	349.24	148.78	82.54	91.6	81.72	156.17	203.42	507.51	90.89	58.24	80.16
WBGene00220745	246.24	360.56	216.62	266.24	260.64	245.39	220.77	245.63	151.81	72.76	237.89	293.61	208.56	109.44	177.17	187.44	31.99	169.73	174.73	212.57
WBGene00220746	345.51	274.47	281.63	212.64	329.07	204.47	234.4	154.78	218.44	325.8	187.12	262.62	192.28	153.47	288.22	310.13	325.41	172.14	241.94	150.55
WBGene00220748	10.68	18.91	5.66	4.93	0	5.96	21.02	10.94	9.73	5	5.9	25.52	11.8	26.32	9.47	0	5.13	6.69	0	5.16
WBGene00220749	2.58	0.92	2.4	2.61	1.35	0	1.11	2.32	2.4	0	1.25	3.6	2.5	3.34	3.01	2.22	0	4.25	5.08	4.37
WBGene00220750	16.44	14.55	13.07	30.37	14.76	9.17	4.04	21.04	19.97	33.33	13.61	26.18	13.62	28.35	40.06	12.1	19.73	30.89	13.86	11.92
WBGene00220751	11.11	2.65	20.6	0	11.64	0	0	0	0	0	0	0	0	0	8.61	0	0	0	0	0
WBGene00220752	0	6.69	0	2.83	0	0	0	0	3.73	30.64	13.55	19.55	0	0	0	12.04	11.78	0	0	0
WBGene00220753	124.42	168.27	148.79	109.71	104.85	123.16	120.42	90.9	97.29	43.04	100.66	145.2	128.54	106.39	111.63	127.13	25.34	105.19	101.11	111.32
WBGene00220756	36.8	36.36	37.24	50.3	42.06	39.2	41.49	38.37	34.86	54.8	56.89	37.3	62.09	46.16	51.89	48.26	56.21	41.07	36.85	45.28
WBGene00220757	500.96	480.9	497.38	499.04	542.08	454.7	409.08	450.93	488.82	455.81	545.31	471.95	463.74	531.31	452.3	525.01	561.07	453.7	536.53	477.42
WBGene00220759	7.62	7.26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25.59	0	0	0
WBGene00220761	36.36	49.75	76.2	61.78	60.67	44.71	55.66	51.88	46.89	17.28	29.92	65.69	46.86	29.03	48.04	40.47	10.18	42.81	37.08	45.56
WBGene00220762	86.92	82.86	46.07	82.3	72.85	67.9	111.19	97.9	55.44	21.69	57.58	83.06	48.01	25.7	84.73	110.87	16.69	87.1	87.91	117.63
WBGene00220763	0.65	1.25	0	0.53	0	0	0	0	0.7	0	0	0	0	0	0	0	2.2	0	0	0
WBGene00220767	7.84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00220768	191.83	262.59	264.82	246.11	266.4	200.37	242	251.8	216.98	71.84	193.94	335.7	189.72	200.02	224.86	206.83	78.69	264.04	127.21	309.4
WBGene00220770	55.93	34.58	11.22	25.66	25.34	29.52	10.41	16.25	11.25	36.31	23.37	16.85	11.69	20.85	14.07	15.57	55.87	19.88	11.89	30.69
WBGene00220775	0	0	0	0	0	0	0	0	0	0	0	0	0	16.42	0	0	0	0	0	0
WBGene00220777	0	3.43	0	17.47	15.09	28.14	0	0	0	11.8	0	20.08	13.93	12.42	22.35	0	36.31	47.38	0	12.19
WBGene00220780	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00220783	12.75	13.37	18.93	11.34	16.03	9.96	35.14	31.99	16.27	18.1	9.86	21.33	24.65	21.99	19.78	39.42	4.29	5.59	30.1	8.63
WBGene00220787	119.51	116	128.99	240.63	191.23	152.77	194.59	179.11	212.53	268.1	201.53	278.58	252.03	179.87	222.42	253.73	343.15	228.64	179.48	183.79
WBGene00220789	24.92	14.04	25.21	20.14	9.49	48.66	27.31	20.3	12.04	8.66	21.88	18.94	8.76	15.63	10.54	15.56	7.61	9.93	17.82	15.33
WBGene00220791	180.87	142.93	176.6	234.69	239.36	232.38	245.91	255.87	242.89	488.52	358.67	132.66	220.83	139.54	184.55	277.89	527.76	146.08	215.3	209.35
WBGene00220794	48.14	41.2	21.87	64.32	32.93	53.72	47.37	38.73	54.31	97.61	53.15	60.23	26.59	67.76	45.71	50.61	59.41	30.15	81.14	53.18
WBGene00220797	3.98	1.27	0	4.29	5.57	0	9.15	0	1.41	2.9	5.13	7.4	0	0	0	4.56	0	0	0	4.49
WBGene00220798	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00220799	3.91	3.73	14.51	3.16	0	7.64	13.47	14.01	2.08	4.27	7.56	21.8	0	0	12.13	13.43	13.14	0	7.69	6.61
WBGene00220801	33.49	21.71	34.79	22.74	11.23	5.23	9.23	14.4	19.94	5.85	10.35	29.86	20.71	27.72	4.15	13.8	4.5	11.74	10.54	4.53
WBGene00220802	65.75	46.5	118.04	101.16	71.11	91.13	109.58	91.22	155.59	136.64	122.95	94.58	147.61	160.94	72.37	80.13	163.92	83.69	200.23	143.52
WBGene00220805	0	9.96	0	21.12	43.8	20.41	18	0	27.78	28.53	20.2	87.4	40.41	0	16.21	17.95	0	45.83	61.67	17.68
WBGene00220806	118.42	83.79	90.59	135.2	138.13	147.82	117.74	113.75	133.68	102.64	132.09	129.3	99.12	105.27	117.39	96.43	86.14	165.93	96.04	103.26
WBGene00220807	3.99	4.98	6.84	3.72	0	6	2.12	4.4	5.23	1.68	2.37	5.14	3.56	1.06	3.81	1.06	1.03	2.69	1.21	7.28
WBGene00220808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00220809	0	1.11	4.34	0	0	0	0	0	0	0.64	0	0	0	0	0	0	1.96	0	0	0
WBGene00220812	12.34	17.65	0	20.95	10.34	24.1	4.25	13.27	19.68	16.17	23.84	41.27	9.54	4.26	30.62	12.71	16.59	5.41	9.71	25.05
WBGene00220817	14.37	14.35	16.5	18.25	21.51	13.36	14.14	18.39	9.46	4.48	14.54	19.07	14.55	14.16	10.61	10.58	3.45	6	16.15	15.05
WBGene00220819	0.79	0.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00220820	12.47	3.4	0	4.32	7.46	6.96	6.13	6.38	3.79	9.72	6.88	9.93	0	12.28	5.52	0	5.98	7.81	0	0
WBGene00220823	14.15	10.12	0	5.72	7.41	0	30.47	0	7.52	11.59	0	0	6.84	18.3	0	12.15	11.89	7.76	6.96	5.99
WBGene00220825	0	0	0	0	0	0	0	0	3.3	3.38	0	0	11.98	0	0	0	0	0	0	0
WBGene00220828	178.54	105.21	136.5	144.32	113.36	160.6	111.81	116.34	143.8	118.15	104.54	120.63	96.22	130.62	130.9	141.21	123.61	90.14	131.94	124.47
WBGene00220829	82.27	62.74	109.88	79.8	75.85	64.26	102.01	47.17	78.71	66.47	31.79	91.71	69.97	45.4	61.24	67.81	82.93	86.56	84.13	61.23
WBGene00220831	4.79	2.28	8.88	1.94	0	0	0	0	2.55	2.61	9.25	0	0	0	14.85	0	8.04	10.5	0	0
WBGene00220834	49.68	68.1	68.62	48.95	51.67	31.16	44.97	53.29	44.34	17.82	39.24	80.86	39.26	40.02	38.25	29.89	4.87	44.52	34.23	46.62
WBGene00220835	121.69	113.79	167.69	107.73	106.84	153.9	71.85	124.6	161.4	67.06	49.26	96.9	112.01	163.88	158.17	139.3	97.35	157.51	123.07	129.39
WBGene00220836	204.78	217.01	195.24	238.58	239.7	218.94	236.41	168.09	246.89	141.14	229.88	197.68	291.91	295.92	322.91	239.65	99.94	260.81	206.98	209
WBGene00220839	109.56	115.35	109.21	109.71	95.94	95.8	84.48	70.32	100.83	71.42	88.47	63.81	88.51	50.76	71.01	56.16	104.4	28.68	25.73	38.73
WBGene00220840	10.2	5.55	10.81	14.13	6.1	11.38	15.05	26.1	7.74	0	0	24.36	5.63	5.02	9.04	15.01	0	6.39	0	9.86
WBGene00220844	14.18	16.22	36.82	21.77	29.71	11.08	14.65	15.24	28.64	17.03	32.87	15.81	5.48	34.23	21.99	9.74	33.35	68.38	22.31	23.98
WBGene00220845	42.99	65.57	79.75	38.23	36.03	50.37	74.04	46.22	63.99	61.02	33.23	23.96	33.24	44.48	0	14.76	57.78	56.55	33.82	58.18
WBGene00220846	206.58	204.86	197.79	193.91	202.46	208.21	160.66	125.38	111.58	78.22	109.44	157.86	109.49	51.71	144.69	137.31	33.58	87.65	65.53	112.72
WBGene00220849	114.84	107.46	96.72	114.47	112.19	85.3	97.06	103.52	104.86	54.62	136.13	149.23	73.54	63.18	78.67	118.56	54.45	77.22	91.45	92.96
WBGene00220851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00220853	11.32	1.8	20.99	0	23.71	22.1	0	13.52	6.02	4.12	14.58	21.02	14.58	0	0	12.95	12.67	16.54	0	6.38
WBGene00220854	0	0	0	0	0	1.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00220855	15.09	20.77	15.55	21.68	28.1	9.82	31.76	33.04	16.93	8.24	38.87	18.69	19.44	20.24	28.6	31.66	5.63	29.4	13.19	31.19
WBGene00220860	0	0.41	0	0	0	0	1.49	0	0	0	0	2.41	0	1.49	0	0	0	0	0	1.46
WBGene00220862	0	24.59	0	6.95	0	0	0	0	4.57	0	0	23.96	16.62	0	13.34	0	0	0	16.91	14.55
WBGene00220865	68.26	44.93	60.3	110.36	68.11	158.7	111.96	104.84	122.68	51.46	56.53	72.48	62.84	168.17	75.62	83.73	43.69	85.51	83.1	93.48
WBGene00220866	18.55	16.7	3.82	22.49	25.91	44.27	7.1	14.77	13.15	23.63	11.95	40.21	7.97	17.77	15.98	21.23	3.46	9.04	32.42	20.92
WBGene00220867	22.35	36.52	17.77	28.38	26.75	49.87	32.98	28.6	22.06	31.37	43.17	62.28	18.51	5.5	54.46	43.85	16.09	20.99	31.39	27
WBGene00220870	0.28	1.36	2.11	2.99	1.19	1.11	1.96	0	1.21	0.62	1.1	6.35	1.1	0	1.77	1.96	1.91	2.5	1.12	0.96
WBGene00220873	13.11	4.17	0	28.26	36.62	51.2	15.05	15.66	55.75	38.17	0	97.43	33.79	45.21	40.66	15.01	73.41	0	0	0
WBGene00220875	1.18	0	0	0	0	0	0	0	0	2.59	0	0	0	4.09	0	0	3.98	0	0	4.01
WBGene00220877	74.94	98.69	78.65	94.45	92.97	73.17	76.41	68.9	72.85	59.75	110.5	109.92	106.74	61.21	85.63	79.58	34.79	71.33	75.62	76.73
WBGene00220878	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00220879	6.76	5.73	13.94	4.86	9.45	5.87	0	2.69	3.2	0.82	2.9	8.38	0	2.59	2.33	5.16	2.53	3.29	2.96	2.54
WBGene00220880	6.42	12.25	35.74	7.79	13.46	25.09	22.12	11.51	6.83	10.52	0	17.9	0	11.08	9.96	11.03	0	14.08	12.63	10.87
WBGene00220881	210.69	182.58	159.89	158.69	160.53	168.32	329.85	137.28	147.63	282.32	166.53	106.76	185.13	231.2	237.64	213.78	209.15	146.95	131.83	194.4
WBGene00220882	113.96	103.06	126.48	85.03	53.06	95.1	87.22	90.75	100.44	75.51	105.39	103.15	41.42	83.98	87.61	97	111.27	46.97	72.79	118.63
WBGene00220884	0	6.05	0	5.13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00220885	21.32	13.29	30.43	25.19	6.87	28.83	25.42	26.45	25.29	17.01	19.02	22.86	9.51	11.31	15.26	22.53	24.8	17.98	9.68	24.97
WBGene00220886	0	0	22.48	0	25.39	0	20.87	21.71	0	0	0	0	46.84	0	0	0	0	0	0	0
WBGene00220887	0.61	1.17	0	0.5	2.57	2.4	4.22	2.2	1.96	3.35	4.74	0	2.37	2.11	7.61	2.11	2.06	0	2.41	0
WBGene00220889	2.47	0	9.16	0	0	9.64	17	8.84	2.62	2.69	0	0	0	0	7.66	8.48	0	10.82	9.71	0
WBGene00220890	17.9	12.51	22.14	35.7	45.01	13.98	28.78	34.22	41.87	26.06	23.06	39.92	41.53	32.93	14.81	28.69	56.14	47.09	46.94	52.49
WBGene00220891	44.51	36.81	79.59	84.1	83.16	104.74	59.11	48.05	82.1	32.21	64.25	77.73	74.65	64.74	94.82	99.46	27.03	96.4	71.72	63.51
WBGene00220893	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.7	0	0	0
WBGene00220896	17.01	13.79	12.62	24.07	7.13	13.29	17.58	27.44	23.51	13	6.57	18.97	32.89	17.6	13.19	23.37	14.29	7.46	13.38	14.39
WBGene00220897	404.48	555.45	350.73	422.15	389.66	393.43	389.65	294.35	309.73	192.89	413.21	457.82	515.27	283.28	360.51	319.33	151	312.54	316.96	398.47
WBGene00220898	116.96	125.75	111	119.82	108.28	90.3	98.36	121.84	151.81	83.15	131.38	159.19	94.64	126.64	126.55	154.12	118.8	119.25	128.38	110.42
WBGene00220909	0	0	0	0	0	0	0	0	0	0	0	13.63	9.45	0	0	0	0	0	0	0
WBGene00220914	103.02	97.27	7.28	8.72	0	11.5	0	7.03	10.43	8.57	3.79	0	15.17	10.15	6.09	6.74	9.89	0	3.86	9.96
WBGene00220915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00220920	6.5	6.2	0	3.5	9.08	0	0	0	0	0	0	0	8.38	0	0	0	0	0	0	0
WBGene00220921	279.35	243.93	229.43	248.21	259.15	258.18	286.44	275.11	299.24	356.22	263.69	261.49	263.82	205.93	205.04	358.84	429.89	233.72	184.52	230.86
WBGene00220922	82.02	58.64	76.07	77.34	28.64	53.39	47.08	48.99	50.86	7.46	52.82	114.29	132.12	23.57	42.4	0	22.96	0	53.76	23.12
WBGene00220925	18.82	4.48	17.45	53.23	19.71	18.37	64.8	50.57	30	15.41	18.18	0	36.37	0	29.18	32.31	0	61.87	37	47.74
WBGene00220928	35.17	22.35	46.6	31.13	31.58	39.24	28.84	51.01	33.83	38.4	16.18	28	25.9	23.1	31.17	28.76	19.69	33.04	32.93	17
WBGene00220929	47.66	70.67	117.89	47.09	22.19	82.73	91.2	18.98	39.41	23.13	20.46	147.59	20.47	54.79	65.7	18.19	53.38	116.09	20.83	125.42
WBGene00220930	0	0	0	0	0	0	0	0	10.12	0	0	0	0	0	0	0	0	0	0	0
WBGene00220935	7.97	7.6	0	10.74	16.7	10.38	0	0	1.41	8.7	0	22.21	5.14	0	4.12	0	4.46	0	5.22	4.49
WBGene00220936	47.62	65.74	91.38	37.16	34.4	57.72	45.24	11.77	50.62	77.09	63.45	45.76	44.44	16.99	35.65	50.75	93.79	50.39	45.21	50
WBGene00220939	373.51	262.18	673.99	1690.72	1750.22	1617.97	2537.85	1916.57	2756.12	3913.19	2886.68	984.2	2684.64	2916.04	1716.75	3072.72	4124.32	997.42	1622.69	1998.89
WBGene00220943	113.08	111.65	134.86	163.23	186.17	78.87	111.28	144.73	107.34	114.65	187.28	135.07	93.68	125.36	200.43	166.44	54.28	141.65	190.62	177.63
WBGene00220944	61.51	71.67	50.71	33.15	57.28	26.69	47.08	73.48	21.8	44.77	52.82	76.19	26.42	23.57	21.2	46.94	22.96	29.96	53.76	23.12
WBGene00220949	4.56	5.07	0	6.14	9.55	2.97	0	2.72	4.04	2.49	2.93	4.23	2.94	2.62	0	0	2.55	9.99	2.99	7.71
WBGene00220953	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00220954	223.2	159.15	228.22	180.42	198.85	199.06	181.6	157.46	224.21	376.1	162.99	107.76	169.87	212.15	163.54	199.18	425.16	169.51	145.16	95.13
WBGene00220955	11.65	5.55	0	6.28	0	7.58	6.68	13.91	6.19	14.83	0	0	15.01	20.08	0	6.67	6.52	17.02	7.63	6.57
WBGene00220956	30.86	58.84	10.41	20.41	11.76	43.83	19.33	10.06	35.79	33.7	0	31.28	21.7	19.35	17.41	48.18	28.28	0	22.07	9.49
WBGene00220960	5.78	7.08	9.19	14.01	0	6.45	11.37	14.79	16.67	4.51	19.13	18.4	6.38	8.54	15.36	5.67	8.32	10.85	6.49	22.34
WBGene00220961	63.13	96.96	117.11	68.04	44.09	41.09	24.16	75.41	59.66	42.12	94.87	117.3	149.16	48.38	10.88	84.31	35.35	46.13	110.36	106.79
WBGene00220970	28.95	26.29	10.23	20.06	11.56	37.69	18.99	34.59	33.71	21.07	31.97	23.05	10.66	28.53	12.83	28.41	23.16	24.18	21.69	18.66
WBGene00220975	129.72	98.61	152.3	104.85	103.21	89.78	118.76	105.92	136.16	134.46	152.28	91.53	171.4	118.93	137.51	118.42	137.93	129.58	226.04	105.55
WBGene00220980	123.83	182.06	109.02	159.47	79.16	90.17	122.89	173	93.71	203.95	178.43	210.58	146.06	130.3	156.24	209.03	225.66	128.82	66.04	99.41
WBGene00220981	4.77	4.54	3.93	3	2.22	4.14	5.47	1.9	5.63	2.31	2.05	5.9	2.05	1.83	1.64	1.82	0	0	2.08	5.37
WBGene00220982	2.3	8.76	0	11.14	0	26.92	7.91	16.47	14.66	2.51	26.64	12.81	8.88	7.93	7.13	15.78	0	10.07	0	0
WBGene00220985	61.86	85.22	76.97	60.98	44.26	50.09	40.27	47.31	34.89	14.41	61.22	60.97	52.5	32.52	44.46	59.59	8.87	44.65	29.67	34.46
WBGene00220986	39.86	27.36	23.66	30.93	50.12	49.82	32.95	28.57	27.97	26.99	15.4	44.44	21.58	44	14.84	24.64	29.47	34.95	18.81	35.06
WBGene00220989	57.38	63.23	27.65	57.23	37.48	26.2	51.34	48.07	40.41	25.22	40.32	103.85	57.63	23.13	25.43	48.63	15.02	52.28	55.69	40.34
WBGene00220990	37.53	51.11	35.8	58.94	56.17	55.49	45.24	63.41	40.75	15.81	53.87	76.21	54.93	34.21	44.07	41.43	10.81	49.36	32.69	50.79
WBGene00220992	21.11	12.58	9.79	18.13	16.59	15.46	9.09	23.64	29.46	30.26	30.59	36.78	5.1	40.96	32.74	18.13	39.9	28.93	15.57	26.79
WBGene00220996	77.09	61.75	82.93	142.7	128.08	146.09	179.11	165.11	202.22	64.75	114.58	122.05	165.78	184.07	138.66	126.89	58.24	153.99	188.39	168.22
WBGene00221002	0	2.62	6.12	6.66	2.3	0	7.57	1.97	2.34	1.8	2.12	6.13	4.25	1.9	1.7	7.55	0	0	0	0
WBGene00221009	25.57	25.11	43.12	31.94	55.2	51.45	40.03	16.66	45.31	6.77	23.95	51.83	8.99	34.74	45.67	31.93	2.6	33.97	27.43	28.84
WBGene00221010	0	0	0	0	0	0	0	0	0.52	0	0	0	0	0	0	0	0	0	0	0
WBGene00221016	9.22	10.99	13.69	11.74	7.73	8.11	14.3	15.7	8.58	3.27	5.35	24.42	3.57	3.18	5.72	5.54	0.77	6.07	6.35	10.92
WBGene00221019	0	0	0	1.45	0	0	0	6.41	1.9	0	0	0	0	0	0	0	0	0	0	0
WBGene00221054	15.81	10.39	16.18	17.18	11.42	21.29	11.26	15.63	11.59	13.69	6.32	27.35	14.75	5.64	11.84	14.98	10.99	14.34	8.58	7.38
WBGene00221056	14	18.48	13.98	9.58	6.77	12.62	7.42	5.79	5.72	8.82	0	9	0	0	11.69	5.55	3.62	0	0	0
WBGene00221057	2.92	3.71	3.61	3.15	0	3.8	0	0	2.07	4.25	3.76	5.42	7.52	0	6.03	3.34	3.27	4.27	3.83	6.58
WBGene00221059	4.69	4.47	17.41	6.83	15.73	7.33	3.23	3.36	2	2.05	7.25	5.23	0	0	8.73	16.12	0	16.46	3.69	3.18
WBGene00221073	3.24	5.41	0	2.62	6.79	0	0	8.71	4.31	1.77	0	9.03	0	2.79	2.51	5.56	0	7.1	0	0
WBGene00221076	28.6	32.72	21.22	25.89	14.38	13.4	7.88	20.5	20.68	7.49	13.26	44.64	17.69	23.67	21.29	27.5	3.84	15.05	9	15.48
WBGene00221077	360.96	234.68	233.5	409.97	310.28	441.01	363.4	424.55	629.72	810.45	271.81	185.72	443.7	440.5	264.11	311.49	665.48	405.77	400.43	588.67
WBGene00221078	16.88	14.1	30.02	19.62	14.53	14.45	19.11	6.63	5.9	8.83	16.97	20.62	6.26	3.99	15.78	11.12	0.78	7.09	7.27	13.3
WBGene00221079	19	17.43	30.59	16.8	16.52	9.8	12.35	11.56	11.43	4.3	15.24	11.99	9.7	4.94	17.79	4.92	4.82	9.43	11.28	16.98
